rank,Youtuber,subscribers,video views,video count,category,started,subscribers (in millions),video views(in millions)
515,Video Palace,"2,530,000.00","1,434,514,072.00","1,038.00",Music,2010,2.53,14345.14072
516,Karikku,"8,760,000.00","1,433,204,658.00",123.00,Comedy,2016,8.76,14332.04658
517,Marunadan Malayali,"1,800,000.00","1,429,535,670.00","15,354.00",News & Politics,2018,1.8,14295.3567
518,Yashi Music,"4,630,000.00","1,422,085,625.00","3,084.00",Music,2017,4.63,14220.85625
519,Tech Master Shorts,"3,450,000.00","1,421,805,346.00",402.00,People & Blogs,2021,3.45,14218.05346
520,AD-WISE MEDIA ACTION MOVIEPLEX,"9,860,000.00","1,420,014,414.00",330.00,Entertainment,2014,9.86,14200.14414
521,popi kitchen with village food,"4,370,000.00","1,415,838,872.00",816.00,,2018,4.37,14158.38872
522,Professor Of How,"6,250,000.00","1,414,316,504.00",176.00,Film & Animation,2017,6.25,14143.16504
523,THE ROTT,"2,550,000.00","1,411,825,090.00",347.00,,2019,2.55,14118.2509
524,Tiya & Advik Chathamkulam NimishaRajeesh Vlogs,"1,910,000.00","1,409,867,298.00","1,057.00",People & Blogs,2018,1.91,14098.67298
525,Shemaroo Kannada,"3,660,000.00","1,406,069,991.00","5,232.00",Entertainment,2011,3.66,14060.69991
526,Rajlaxmi,"4,540,000.00","1,405,641,680.00",90.00,Music,2017,4.54,14056.4168
527,Pocket Films - Indian Short Films,"3,700,000.00","1,396,146,674.00","2,292.00",Film & Animation,2009,3.7,13961.46674
528,Always Arya,"2,380,000.00","1,395,406,046.00",711.00,Entertainment,2017,2.38,13954.06046
529,HooplaKidz TV - Funny Cartoons For Kids,"3,800,000.00","1,394,345,417.00",835.00,Education,2012,3.8,13943.45417
530,Sanjeev Kapoor Khazana,"7,170,000.00","1,390,132,260.00","13,007.00",Howto & Style,2009,7.17,13901.3226
531,Hetal's Art,"6,800,000.00","1,387,806,464.00","2,633.00",Howto & Style,2011,6.8,13878.06464
532,Sadhguru,"11,000,000.00","1,386,024,266.00","2,726.00",Howto & Style,2007,11,13860.24266
533,Tips Jhankar Gaane,"4,220,000.00","1,385,745,104.00",555.00,Entertainment,2013,4.22,13857.45104
534,seeVi la,"846,000.00","1,385,149,929.00","2,552.00",Comedy,2015,0.846,13851.49929
535,Zeeshan Pasha,"4,800,000.00","1,384,964,094.00",464.00,People & Blogs,2021,4.8,13849.64094
536,journalist sai,"728,000.00","1,382,032,908.00","66,018.00",News & Politics,2016,0.728,13820.32908
537,Wow Kidz Bangla,"2,700,000.00","1,378,607,989.00",379.00,Entertainment,2019,2.7,13786.07989
538,Riya Films,"4,020,000.00","1,377,406,685.00","9,683.00",,2015,4.02,13774.06685
539,Ssoftoons Golpoguccho,"3,790,000.00","1,376,323,693.00",353.00,Entertainment,2020,3.79,13763.23693
540,IMR Films,"3,150,000.00","1,373,460,186.00",27.00,Entertainment,2014,3.15,13734.60186
541,TsMadaan,"12,000,000.00","1,371,659,354.00","1,760.00",Howto & Style,2008,12,13716.59354
542,Ajay Chauhan,"3,270,000.00","1,367,504,530.00",247.00,Entertainment,2015,3.27,13675.0453
543,Kahani Har Ghar Ki,"3,030,000.00","1,364,252,783.00","1,221.00",,2018,3.03,13642.52783
544,Pebbles live,"4,530,000.00","1,363,216,717.00","5,009.00",Education,2013,4.53,13632.16717
545,AR Entertainments Movies,"2,470,000.00","1,362,919,967.00","4,810.00",Entertainment,2014,2.47,13629.19967
546,Neetesh Praliya,"2,940,000.00","1,362,027,747.00",120.00,Entertainment,2016,2.94,13620.27747
547,Behindwoods O2,"1,770,000.00","1,359,658,257.00","5,421.00",Film & Animation,2021,1.77,13596.58257
548,Bollywood Tashan,"2,640,000.00","1,359,293,911.00","28,590.00",Entertainment,2016,2.64,13592.93911
549,Akhil Nrd,"2,450,000.00","1,357,512,658.00","1,201.00",People & Blogs,2015,2.45,13575.12658
550,The Quint,"3,510,000.00","1,353,449,848.00","34,452.00",Entertainment,2014,3.51,13534.49848
551,Sri Ganesh Videos,"2,850,000.00","1,351,684,267.00","1,600.00",Entertainment,2013,2.85,13516.84267
552,Amar Ujala,"4,000,000.00","1,350,803,935.00","51,291.00",News & Politics,2011,4,13508.03935
553,MX Player,"3,660,000.00","1,348,583,494.00",805.00,Entertainment,2011,3.66,13485.83494
554,Rangoli colors and designs by Keerthi,"3,250,000.00","1,346,625,946.00",983.00,Howto & Style,2018,3.25,13466.25946
555,Cute.Shivani.05,"3,070,000.00","1,345,610,027.00",347.00,People & Blogs,2021,3.07,13456.10027
556,Pragati Verma,"5,270,000.00","1,340,412,304.00",194.00,Entertainment,2018,5.27,13404.12304
557,Shemaroo Bhakti Darshan,"3,620,000.00","1,340,335,128.00","5,333.00",Entertainment,2011,3.62,13403.35128
558,Kannada Super Scenes,"2,380,000.00","1,337,187,208.00","7,686.00",People & Blogs,2015,2.38,13371.87208
559,Maahi Queen,"4,310,000.00","1,336,680,754.00",164.00,Entertainment,2016,4.31,13366.80754
560,MadhurasRecipe Marathi,"6,750,000.00","1,326,394,999.00","1,312.00",Howto & Style,2016,6.75,13263.94999
561,Velujazz official,"2,150,000.00","1,325,016,275.00",295.00,People & Blogs,2012,2.15,13250.16275
562,SanskarTV,"7,120,000.00","1,321,503,359.00","9,318.00",,2013,7.12,13215.03359
563,CAPITAL TV,"3,130,000.00","1,319,752,221.00","15,787.00",,2019,3.13,13197.52221
564,Oolfat,"2,040,000.00","1,318,865,252.00",162.00,Comedy,2013,2.04,13188.65252
565,sonu.indoriii,"3,450,000.00","1,318,849,353.00",366.00,Comedy,2013,3.45,13188.49353
566,Universe Adventure,"7,700,000.00","1,318,809,115.00",504.00,Science & Technology,2016,7.7,13188.09115
567,COMEDY SONOTEK,"4,290,000.00","1,318,452,444.00","1,366.00",People & Blogs,2016,4.29,13184.52444
568,Hakson Pro Gaming,"7,130,000.00","1,316,196,581.00",830.00,Gaming,2017,7.13,13161.96581
569,DawsenTv - Bengali Stories & Rhymes,"3,220,000.00","1,307,484,170.00",951.00,Film & Animation,2013,3.22,13074.8417
570,B4U Movies,"5,280,000.00","1,301,344,868.00",407.00,Film & Animation,2011,5.28,13013.44868
571,Masala Kitchen,"5,710,000.00","1,300,896,839.00","1,416.00",,2016,5.71,13008.96839
572,Yuki Music,"4,650,000.00","1,299,402,067.00","4,335.00",Music,2014,4.65,12994.02067
573,DB Live,"2,530,000.00","1,297,929,156.00","54,000.00",News & Politics,2016,2.53,12979.29156
574,Crazy 4 Bollywood,"3,610,000.00","1,297,488,477.00","16,591.00",Entertainment,2012,3.61,12974.88477
575,Classic Mini Food,"2,190,000.00","1,296,221,554.00",675.00,Howto & Style,2020,2.19,12962.21554
576,Wake'N'Bite,"3,080,000.00","1,294,612,968.00","1,007.00",,2017,3.08,12946.12968
577,Rupa sah,"4,790,000.00","1,293,684,772.00","1,056.00",People & Blogs,2020,4.79,12936.84772
578,DisneyPlus Hotstar_IN,"1,660,000.00","1,291,306,443.00",463.00,Entertainment,2019,1.66,12913.06443
579,Manoj Saru,"5,810,000.00","1,289,970,083.00",223.00,People & Blogs,2018,5.81,12899.70083
580,Mr & Mrs Choudhary,"4,430,000.00","1,289,831,224.00",990.00,People & Blogs,2013,4.43,12898.31224
581,Action Tadka India,"4,230,000.00","1,288,904,746.00","1,496.00",Film & Animation,2014,4.23,12889.04746
582,Ganesh Videos,"3,340,000.00","1,287,649,251.00","9,582.00",Film & Animation,2014,3.34,12876.49251
583,Lehren Retro,"2,880,000.00","1,285,791,429.00","4,377.00",Entertainment,2011,2.88,12857.91429
584,Mampi. Rahul,"1,780,000.00","1,276,095,177.00","1,145.00",Entertainment,2015,1.78,12760.95177
585,Harsha Sai - For You Hindi,"7,480,000.00","1,275,603,847.00",84.00,Entertainment,2021,7.48,12756.03847
586,Ultra Movie World,"3,810,000.00","1,272,485,629.00",533.00,Entertainment,2016,3.81,12724.85629
587,Indu's Kitchen,"1,710,000.00","1,271,831,337.00",909.00,People & Blogs,2021,1.71,12718.31337
588,UnGraduate Gamer,"7,980,000.00","1,268,525,582.00","1,233.00",Gaming,2018,7.98,12685.25582
589,24 News,"3,740,000.00","1,264,938,520.00","133,695.00",Entertainment,2015,3.74,12649.3852
590,Josh - Hindi Stories Comedy Videos,"3,960,000.00","1,264,079,399.00",248.00,Entertainment,2019,3.96,12640.79399
591,Music Master | Tamil Songs | Ilayaraja,"2,220,000.00","1,263,119,513.00","3,207.00",Music,2016,2.22,12631.19513
592,Scary Teacher 3D Gaming,"2,090,000.00","1,255,682,267.00",111.00,Gaming,2018,2.09,12556.82267
593,Cute Life Shorts,"3,090,000.00","1,251,360,000.00",380.00,,2021,3.09,12513.6
594,ROCK INDIAN GAMER,"2,400,000.00","1,249,228,055.00","1,362.00",,2018,2.4,12492.28055
595,Vismai Food,"3,500,000.00","1,249,121,800.00","1,403.00",Howto & Style,2016,3.5,12491.218
596,Neelkamal Singh Official,"4,120,000.00","1,241,015,264.00",119.00,,2017,4.12,12410.15264
597,BollyMoviesMaza,"5,950,000.00","1,234,511,432.00","1,159.00",Entertainment,2017,5.95,12345.11432
598,Boldsky,"5,020,000.00","1,233,279,846.00","38,020.00",Howto & Style,2015,5.02,12332.79846
599,Science and fun,"5,000,000.00","1,230,905,860.00",347.00,Science & Technology,2013,5,12309.0586
600,Badge 99,"9,460,000.00","1,225,595,419.00",556.00,Gaming,2016,9.46,12255.95419
601,Yippi Gaming,"4,010,000.00","1,223,950,564.00",639.00,Gaming,2020,4.01,12239.50564
602,Odisha Reporter,"1,230,000.00","1,222,959,005.00","59,709.00",News & Politics,2015,1.23,12229.59005
603,Tanmay Bhat,"4,390,000.00","1,222,730,114.00",894.00,Comedy,2006,4.39,12227.30114
604,Jeet Patil,"4,860,000.00","1,218,668,329.00",275.00,People & Blogs,2021,4.86,12186.68329
605,Khushi - Hindi Stories Super Comedy Videos,"3,910,000.00","1,216,756,764.00",262.00,Entertainment,2019,3.91,12167.56764
606,Surana Film Studio,"3,270,000.00","1,213,711,903.00",695.00,Comedy,2018,3.27,12137.11903
607,Ultra Action Hits,"5,440,000.00","1,212,642,271.00",811.00,Entertainment,2016,5.44,12126.42271
608,Bala Kirthi,"1,570,000.00","1,210,715,744.00",357.00,People & Blogs,2012,1.57,12107.15744
609,Bollywood pe Charcha,"1,920,000.00","1,208,395,385.00","3,939.00",Entertainment,2017,1.92,12083.95385
610,Filmi Indian,"3,500,000.00","1,207,749,068.00","1,028.00",Entertainment,2018,3.5,12077.49068
611,LoveSHEET,"4,710,000.00","1,205,641,793.00",111.00,Music,2017,4.71,12056.41793
612,Coke Studio India,"4,700,000.00","1,199,669,214.00",586.00,Entertainment,2011,4.7,11996.69214
613,Sonotek Haryanvi,"9,890,000.00","1,198,862,714.00","3,570.00",Music,2015,9.89,11988.62714
614,SSOFTOONS KAHANIYA,"3,200,000.00","1,198,800,357.00",318.00,,2020,3.2,11988.00357
615,MortaL,"6,980,000.00","1,198,491,210.00","1,662.00",Gaming,2013,6.98,11984.9121
616,YesSmartyPie,"4,940,000.00","1,194,582,507.00",742.00,Gaming,2018,4.94,11945.82507
617,Akshara Singh,"3,870,000.00","1,194,447,556.00",140.00,Music,2017,3.87,11944.47556
618,Sri Balaji Comedy,"2,400,000.00","1,194,251,422.00","2,738.00",Entertainment,2013,2.4,11942.51422
619,MostlySane,"6,810,000.00","1,193,187,957.00","1,053.00",Comedy,2015,6.81,11931.87957
620,ALBUM CREATIONS,"2,570,000.00","1,191,995,789.00",360.00,Entertainment,2017,2.57,11919.95789
621,Indonesian Fairy Tales,"3,720,000.00","1,191,971,981.00",567.00,Film & Animation,2016,3.72,11919.71981
622,shravani's kitchen,"3,590,000.00","1,191,409,016.00","1,248.00",Howto & Style,2016,3.59,11914.09016
623,Khandesh Zone,"3,080,000.00","1,190,368,717.00",114.00,Comedy,2019,3.08,11903.68717
624,Bindas Fun,"3,400,000.00","1,190,111,440.00",101.00,Entertainment,2017,3.4,11901.1144
625,Zee Sarthak,"2,210,000.00","1,188,740,673.00","15,196.00",Entertainment,2011,2.21,11887.40673
626,Garima's Good Life,"3,490,000.00","1,187,878,532.00",690.00,People & Blogs,2018,3.49,11878.78532
627,Dancefit Live,"5,950,000.00","1,185,047,596.00",205.00,Entertainment,2016,5.95,11850.47596
628,ALTBalaji,"3,690,000.00","1,183,926,082.00","2,694.00",Entertainment,2016,3.69,11839.26082
629,Hmm!,"1,710,000.00","1,183,252,550.00","1,328.00",Travel & Events,2012,1.71,11832.5255
630,News18 UP Uttarakhand,"3,720,000.00","1,182,323,841.00","99,526.00",News & Politics,2010,3.72,11823.23841
631,Saam TV News,"2,440,000.00","1,181,813,365.00","103,654.00",News & Politics,2009,2.44,11818.13365
632,Learn with Jaspal,"2,430,000.00","1,179,546,588.00",269.00,,2021,2.43,11795.46588
633,Payal Panchal,"3,290,000.00","1,177,365,627.00",241.00,Comedy,2019,3.29,11773.65627
634,Dynamo Gaming,"10,000,000.00","1,175,092,765.00","2,008.00",People & Blogs,2010,10,11750.92765
635,Rhythm Boyz,"2,710,000.00","1,174,597,327.00",147.00,Music,2015,2.71,11745.97327
636,GoldminesAction,"11,900,000.00","1,172,626,844.00",646.00,Film & Animation,2015,11.9,11726.26844
637,Zee Studios,"2,730,000.00","1,170,037,777.00",680.00,Film & Animation,2015,2.73,11700.37777
638,Manorama Music Songs,"2,320,000.00","1,169,863,652.00","2,961.00",Music,2013,2.32,11698.63652
639,T-Series Islamic Music,"4,120,000.00","1,169,371,631.00","4,805.00",Entertainment,2014,4.12,11693.71631
640,Nakkalites,"4,920,000.00","1,168,474,936.00",488.00,Comedy,2017,4.92,11684.74936
641,TIMES NOW,"2,850,000.00","1,168,449,929.00","67,715.00",News & Politics,2008,2.85,11684.49929
642,SGV Digital - Kannada Full Movies,"3,300,000.00","1,168,008,026.00","1,296.00",Entertainment,2015,3.3,11680.08026
643,Lidiya Francis,"1,400,000.00","1,167,569,498.00",952.00,People & Blogs,2020,1.4,11675.69498
644,Rachitroo,"5,680,000.00","1,165,710,419.00",600.00,Gaming,2015,5.68,11657.10419
645,Shabad Gurbani,"3,160,000.00","1,165,407,794.00","10,826.00",Music,2011,3.16,11654.07794
646,Resty kamboj,"1,140,000.00","1,165,249,078.00",703.00,Entertainment,2014,1.14,11652.49078
647,Trakin Shorts,"2,300,000.00","1,163,497,012.00",645.00,People & Blogs,2021,2.3,11634.97012
648,Maha Cartoon TV XD,"4,400,000.00","1,159,636,761.00",560.00,Film & Animation,2017,4.4,11596.36761
649,SWAPNA TV,"2,220,000.00","1,158,909,431.00",270.00,,2018,2.22,11589.09431
650,Charan Spy,"1,490,000.00","1,156,992,045.00",454.00,Entertainment,2017,1.49,11569.92045
651,We r Loser,"1,790,000.00","1,155,630,668.00",402.00,Comedy,2020,1.79,11556.30668
652,SIIMA,"2,960,000.00","1,155,552,269.00","5,773.00",People & Blogs,2015,2.96,11555.52269
653,FS star News,"2,370,000.00","1,155,336,730.00","8,090.00",Entertainment,2017,2.37,11553.3673
654,wifistudy 2.0,"5,740,000.00","1,154,887,158.00","18,984.00",People & Blogs,2017,5.74,11548.87158
655,Lalitha Audios And Videos,"2,690,000.00","1,154,806,780.00","1,215.00",Music,2012,2.69,11548.0678
656,Bollywood Hits,"3,860,000.00","1,153,844,763.00",297.00,People & Blogs,2021,3.86,11538.44763
657,Jatt Life Studios,"2,710,000.00","1,152,531,992.00",83.00,Music,2018,2.71,11525.31992
658,Meditative Mind,"4,990,000.00","1,151,266,616.00","1,563.00",Music,2009,4.99,11512.66616
659,Hombale Films,"3,710,000.00","1,150,676,315.00",488.00,Entertainment,2013,3.71,11506.76315
660,The Tiny Foods,"3,720,000.00","1,149,331,531.00",212.00,Howto & Style,2017,3.72,11493.31531
661,Dear Sir,"14,600,000.00","1,146,903,779.00",540.00,Education,2016,14.6,11469.03779
662,Chintu Toons,"2,280,000.00","1,143,414,808.00",72.00,Entertainment,2019,2.28,11434.14808
663,Vikas verma,"1,800,000.00","1,139,889,362.00",785.00,Comedy,2017,1.8,11398.89362
664,Eric Davis,"6,790,000.00","1,139,560,981.00",125.00,,2010,6.79,11395.60981
665,TV9 Bangla,"1,650,000.00","1,138,470,307.00","45,624.00",News & Politics,2020,1.65,11384.70307
666,Meeth _Miri,"1,240,000.00","1,137,870,116.00",654.00,Comedy,2009,1.24,11378.70116
667,Priya Video,"4,470,000.00","1,137,774,705.00",635.00,Entertainment,2016,4.47,11377.74705
668,Flowers TV,"2,200,000.00","1,136,557,223.00","6,395.00",Entertainment,2014,2.2,11365.57223
669,Tips Theatre,"4,100,000.00","1,125,159,720.00","2,619.00",Education,2018,4.1,11251.5972
670,Saga Music Haryanvi,"2,800,000.00","1,120,727,793.00","1,767.00",Music,2010,2.8,11207.27793
671,Jubin Nautiyal,"5,710,000.00","1,120,642,159.00",121.00,Music,2009,5.71,11206.42159
672,YASH KE EXPERIMENTS,"5,220,000.00","1,114,710,053.00","1,046.00",Science & Technology,2017,5.22,11147.10053
673,TFPC,"1,670,000.00","1,113,550,208.00","26,705.00",Entertainment,2014,1.67,11135.50208
674,Sy TV,"1,820,000.00","1,110,364,678.00",52.00,Music,2019,1.82,11103.64678
675,Tollywood,"1,820,000.00","1,110,018,546.00","30,508.00",Entertainment,2006,1.82,11100.18546
676,POPxoDaily,"2,670,000.00","1,107,416,503.00","3,992.00",Howto & Style,2014,2.67,11074.16503
677,NTM Cinemas,"4,130,000.00","1,103,872,085.00","2,699.00",Film & Animation,2016,4.13,11038.72085
678,LOKMAT,"2,050,000.00","1,103,271,569.00","22,069.00",News & Politics,2011,2.05,11032.71569
679,pressnews tv,"4,010,000.00","1,102,975,853.00","17,423.00",Entertainment,2015,4.01,11029.75853
680,Shri Devkinandan Thakur Ji,"4,300,000.00","1,100,027,601.00","6,686.00",People & Blogs,2014,4.3,11000.27601
681,Samreen Ali,"4,050,000.00","1,097,705,562.00",537.00,Comedy,2016,4.05,10977.05562
682,Shiva Music Amar Bangla,"1,820,000.00","1,097,433,053.00","2,003.00",People & Blogs,2014,1.82,10974.33053
683,Prasadtechintelugu,"3,680,000.00","1,090,515,232.00","3,657.00",Science & Technology,2015,3.68,10905.15232
684,DVV Entertainment,"2,740,000.00","1,090,118,159.00",382.00,Entertainment,2015,2.74,10901.18159
685,airtel India,"1,030,000.00","1,087,853,003.00","1,144.00",Entertainment,2010,1.03,10878.53003
686,Sab Kuchh Sekho Jano,"10,100,000.00","1,087,600,800.00","2,771.00",People & Blogs,2016,10.1,10876.008
687,Sun NXT,"3,060,000.00","1,086,858,971.00","4,151.00",Entertainment,2017,3.06,10868.58971
688,Drishti IAS,"9,830,000.00","1,085,806,744.00","9,710.00",People & Blogs,2017,9.83,10858.06744
689,Rajasthan Patrika,"3,340,000.00","1,085,190,797.00","108,156.00",News & Politics,2014,3.34,10851.90797
690,TV9 Telugu Digital,"1,050,000.00","1,083,924,587.00","40,695.00",News & Politics,2017,1.05,10839.24587
691,The Divine Tales,"7,270,000.00","1,082,194,389.00","1,499.00",People & Blogs,2017,7.27,10821.94389
692,Lakhneet Vlogs,"1,810,000.00","1,081,228,726.00","1,422.00",People & Blogs,2020,1.81,10812.28726
693,Shemaroo Telugu,"2,650,000.00","1,081,204,767.00","11,166.00",Entertainment,2009,2.65,10812.04767
694,Sona Singh,"2,870,000.00","1,079,640,132.00",317.00,People & Blogs,2022,2.87,10796.40132
695,Zee Bihar Jharkhand,"3,410,000.00","1,078,173,654.00","41,602.00",News & Politics,2014,3.41,10781.73654
696,Jagriti Pahwa,"1,770,000.00","1,075,937,964.00",215.00,Comedy,2012,1.77,10759.37964
697,ATIF FC,"3,180,000.00","1,075,485,558.00",322.00,Entertainment,2019,3.18,10754.85558
698,RAJA RUBI,"1,340,000.00","1,075,017,360.00",675.00,Entertainment,2016,1.34,10750.1736
699,Sijosh N Riya,"1,050,000.00","1,073,609,912.00",240.00,Entertainment,2019,1.05,10736.09912
700,Veggie Paaji,"2,990,000.00","1,072,381,001.00","1,086.00",Entertainment,2016,2.99,10723.81001
701,DRJ Records Zest,"7,390,000.00","1,071,833,245.00",414.00,Entertainment,2017,7.39,10718.33245
702,IKRU Entertainments,"1,730,000.00","1,068,698,070.00",631.00,Comedy,2016,1.73,10686.9807
703,Desi Version,"2,930,000.00","1,063,654,856.00",504.00,Entertainment,2014,2.93,10636.54856
704,PR Bollywood,"6,120,000.00","1,063,519,871.00","4,009.00",Science & Technology,2016,6.12,10635.19871
705,News Live,"2,460,000.00","1,063,146,472.00","37,532.00",News & Politics,2011,2.46,10631.46472
706,Spread Love - Satheesh Shanmu,"1,300,000.00","1,062,163,375.00",668.00,Entertainment,2020,1.3,10621.63375
707,DAHIYA FILMS,"2,070,000.00","1,060,751,180.00",357.00,Entertainment,2016,2.07,10607.5118
708,United India Exporters,"3,230,000.00","1,059,520,949.00","6,708.00",Movies,2015,3.23,10595.20949
709,The Timeliners,"7,310,000.00","1,057,976,640.00",362.00,Entertainment,2014,7.31,10579.7664
710,Anjanshakya22,"2,080,000.00","1,057,797,130.00",945.00,People & Blogs,2018,2.08,10577.9713
711,Laksh Dadwani,"1,070,000.00","1,054,003,963.00",700.00,People & Blogs,2020,1.07,10540.03963
712,Filmy Focus,"1,420,000.00","1,052,907,672.00","34,187.00",Entertainment,2014,1.42,10529.07672
713,Peppa Foodie,"1,450,000.00","1,051,907,635.00",888.00,People & Blogs,2019,1.45,10519.07635
714,News18 Rajasthan,"3,540,000.00","1,050,827,666.00","98,021.00",News & Politics,2011,3.54,10508.27666
715,Adda247,"6,860,000.00","1,049,386,110.00","37,022.00",Education,2016,6.86,10493.8611
716,Sibbu Giri,"3,880,000.00","1,046,430,705.00",104.00,Entertainment,2019,3.88,10464.30705
717,sansCARi sumit,"952,000.00","1,045,860,497.00","1,996.00",,2010,0.952,10458.60497
718,GOODWILL ENTERTAINMENTS,"1,800,000.00","1,042,874,581.00","2,409.00",Film & Animation,2016,1.8,10428.74581
719,Gem Tunes Punjabi,"3,350,000.00","1,038,125,625.00","1,777.00",Music,2012,3.35,10381.25625
720,King,"4,980,000.00","1,037,389,903.00",96.00,Music,2012,4.98,10373.89903
721,Ashish 2in1,"1,430,000.00","1,037,188,484.00",280.00,People & Blogs,2020,1.43,10371.88484
722,TellyTalkIndia,"1,760,000.00","1,037,123,300.00","31,988.00",News & Politics,2013,1.76,10371.233
723,Team Naach,"4,930,000.00","1,035,970,942.00",226.00,Entertainment,2014,4.93,10359.70942
724,Aakash Chopra,"3,720,000.00","1,035,109,052.00","2,961.00",Sports,2011,3.72,10351.09052
725,Technology Gyan,"12,600,000.00","1,034,292,707.00",970.00,Science & Technology,2015,12.6,10342.92707
726,RohitMix Lyrics,"3,670,000.00","1,033,608,276.00","1,119.00",,2017,3.67,10336.08276
727,Chinki Minki,"3,170,000.00","1,027,852,054.00",537.00,Entertainment,2016,3.17,10278.52054
728,Yum Yum India,"930,000.00","1,024,981,102.00","1,299.00",Entertainment,2019,0.93,10249.81102
729,Lokmat Filmy,"1,130,000.00","1,024,676,870.00","9,526.00",Entertainment,2016,1.13,10246.7687
730,Aaryaa Digital,"2,820,000.00","1,023,803,399.00","1,509.00",Music,2018,2.82,10238.03399
731,Angry Prash,"6,430,000.00","1,022,108,910.00",144.00,Comedy,2016,6.43,10221.0891
732,GAURAV ZONE,"4,780,000.00","1,021,987,189.00","1,026.00",Entertainment,2013,4.78,10219.87189
733,Sur Music World,"8,580,000.00","1,016,155,599.00",258.00,,2018,8.58,10161.55599
734,Pehchan Music,"6,180,000.00","1,015,292,016.00",322.00,Music,2016,6.18,10152.92016
735,Indian Farmer,"3,280,000.00","1,014,444,609.00","1,500.00",Howto & Style,2018,3.28,10144.44609
736,Sanjhalika Vlog,"3,470,000.00","1,014,282,612.00",196.00,People & Blogs,2018,3.47,10142.82612
737,Vichitra 4u,"4,090,000.00","1,013,456,419.00",895.00,Science & Technology,2017,4.09,10134.56419
738,Kuldeep M Pai,"2,490,000.00","1,010,749,529.00",232.00,Music,2013,2.49,10107.49529
739,Pen Action,"5,170,000.00","1,010,396,943.00","1,716.00",People & Blogs,2017,5.17,10103.96943
740,Mr & Mrs Chauhan,"2,490,000.00","1,006,131,908.00",166.00,People & Blogs,2020,2.49,10061.31908
741,B4U Bhojpuri,"2,720,000.00","1,001,676,220.00","1,025.00",Film & Animation,2017,2.72,10016.7622
742,Achyutha saddikuti,"1,530,000.00","1,001,200,309.00",203.00,People & Blogs,2022,1.53,10012.00309
743,Village Food Channel,"6,880,000.00","1,000,476,393.00",348.00,People & Blogs,2018,6.88,10004.76393
744,UNBOXINg dude,"3,610,000.00","998,811,506.00","1,469.00",People & Blogs,2017,3.61,9988.11506
745,News18 Lokmat,"2,300,000.00","997,750,296.00","111,089.00",News & Politics,2011,2.3,9977.50296
746,Ved Entertainment,"2,590,000.00","997,665,081.00","1,166.00",,2018,2.59,9976.65081
747,bhura_turkish_755,"1,590,000.00","997,255,212.00",415.00,Music,2019,1.59,9972.55212
748,Health Time,"12,600,000.00","992,612,708.00","1,688.00",Howto & Style,2016,12.6,9926.12708
749,Spanish Fairy Tales,"2,710,000.00","991,273,661.00",562.00,People & Blogs,2016,2.71,9912.73661
750,News Buzz,"1,350,000.00","991,158,725.00","18,054.00",Entertainment,2017,1.35,9911.58725
751,Village food factory,"4,760,000.00","991,095,200.00",428.00,People & Blogs,2015,4.76,9910.952
752,Life Andhra TV,"1,250,000.00","990,635,106.00","22,297.00",People & Blogs,2018,1.25,9906.35106
753,MrMiko 2.0,"2,560,000.00","989,387,205.00",114.00,People & Blogs,2022,2.56,9893.87205
754,Amazon miniTV,"433,000.00","989,060,317.00","2,000.00",,2021,0.433,9890.60317
755,TechBurner Shorts,"3,710,000.00","988,598,458.00",232.00,Science & Technology,2021,3.71,9885.98458
756,Juned Fitness,"1,760,000.00","988,107,001.00",869.00,Entertainment,2014,1.76,9881.07001
757,Sachet Parampara,"3,900,000.00","986,760,713.00",304.00,Music,2011,3.9,9867.60713
758,SEPL Vintage,"2,880,000.00","983,762,464.00","10,534.00",Comedy,2013,2.88,9837.62464
759,Trimurti Bhakti,"3,780,000.00","980,666,748.00","1,559.00",Music,2018,3.78,9806.66748
760,दमदार साउथ मूव्हीस,"4,120,000.00","980,587,639.00",272.00,Entertainment,2019,4.12,9805.87639
761,Cineulagam,"2,490,000.00","978,824,106.00","16,511.00",Entertainment,2011,2.49,9788.24106
762,The Indian Television Academy,"2,650,000.00","978,787,638.00","1,638.00",Entertainment,2013,2.65,9787.87638
763,Tech FC Shorts,"2,500,000.00","978,228,914.00",131.00,Science & Technology,2018,2.5,9782.28914
764,Peekaboo Kidz,"3,300,000.00","975,766,378.00",575.00,Education,2014,3.3,9757.66378
765,DRJ Records Movies,"7,910,000.00","975,247,617.00",410.00,Film & Animation,2015,7.91,9752.47617
766,Behindwoods Ice,"1,770,000.00","972,985,731.00","7,878.00",Entertainment,2019,1.77,9729.85731
767,GMJ - Global Music Junction - Bhojpuri,"3,670,000.00","972,209,749.00",383.00,Music,2017,3.67,9722.09749
768,The Screen Patti,"5,970,000.00","970,971,230.00",319.00,Entertainment,2015,5.97,9709.7123
769,RATATA Hindi,"2,750,000.00","970,081,738.00",227.00,Entertainment,2021,2.75,9700.81738
770,Team7 Picture,"2,350,000.00","967,924,473.00",52.00,Music,2019,2.35,9679.24473
771,AGR Life.,"3,820,000.00","965,301,800.00",92.00,Music,2018,3.82,9653.018
772,SVF Music,"2,640,000.00","964,981,109.00",954.00,Music,2016,2.64,9649.81109
773,Anil Kumar Masani,"1,680,000.00","964,417,049.00",204.00,People & Blogs,2013,1.68,9644.17049
774,BFTS Music,"2,570,000.00","963,308,416.00",256.00,,2018,2.57,9633.08416
